col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
17769,355385,531,3.680,0,486.374,0.000,0.000,44.626,1.000,0.000,4,524.446,8.036,16.966,0.079,0.184351,29.424,524.412,8.298,17.885,0.095,0.206066,17.894,14.206,524.746,7.764,35
17770,355405,522,3.664,0,486.374,0.000,0.000,35.626,1.000,0.000,4,523.995,-2.446,17.269,-0.036,0.184351,29.424,523.891,-2.412,18.183,-0.019,0.215987,18.184,14.256,524.336,18.778,35
17771,355425,517,3.758,0,486.546,0.000,0.000,30.454,1.000,0.000,4,522.705,-6.995,16.414,0.021,0.184351,29.424,522.265,-6.891,17.288,0.040,0.235933,17.290,13.210,522.923,15.938,35
17772,355445,522,3.789,0,486.546,0.000,0.000,35.454,1.000,0.000,4,522.575,-0.705,16.140,-0.133,0.184351,29.424,522.201,-0.265,16.897,-0.111,0.243457,16.910,12.793,522.723,14.674,35
17773,355465,521,3.586,0,486.374,0.000,0.000,34.626,1.000,0.000,4,522.285,-1.575,16.200,-0.159,0.184351,29.424,521.909,-1.201,16.914,-0.120,0.243052,16.929,12.814,522.328,14.078,35
17774,355485,524,3.727,0,486.374,0.000,0.000,37.626,1.000,0.000,4,522.601,1.715,16.113,-0.179,0.184351,29.424,522.418,2.091,16.878,-0.128,0.243543,16.894,12.780,522.714,14.078,35
17775,355507,527,3.641,0,486.374,0.000,0.000,40.626,1.000,0.000,4,523.773,3.957,16.398,0.385,0.184351,29.424,523.988,3.945,17.137,0.441,0.236426,17.331,13.234,524.037,15.938,35
17778,355565,537,3.680,0,486.031,0.000,0.000,50.969,1.000,0.000,4,526.257,13.171,26.091,0.432,0.184351,29.424,526.049,13.010,26.802,0.451,0.158228,27.005,22.732,526.830,15.938,35
17779,355585,525,3.711,0,486.031,0.000,0.000,38.969,1.000,0.000,4,526.026,-1.257,26.013,0.453,0.184351,29.424,525.869,-1.049,26.599,0.501,0.171204,26.851,22.254,526.585,29.294,35
17780,355605,532,3.516,0,486.031,0.000,0.000,45.969,1.000,0.000,4,527.127,5.974,27.465,0.719,0.184351,29.424,526.896,6.131,28.103,0.785,0.167479,28.719,23.910,527.390,28.142,35
17781,355625,518,3.680,0,486.374,0.000,0.000,31.626,1.000,0.000,4,525.444,-9.127,31.519,0.087,0.184351,29.424,525.510,-8.896,32.089,0.173,0.155804,32.119,27.115,525.979,29.294,35
17782,355645,521,3.766,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.625,-4.444,31.186,0.121,0.184351,29.424,524.763,-4.510,31.482,0.231,0.165678,31.535,26.310,525.177,28.142,35
17783,355665,522,3.688,0,486.031,0.000,0.000,35.969,1.000,0.000,4,524.141,-2.625,31.297,0.098,0.184351,29.424,524.297,-2.763,31.727,0.181,0.168736,31.760,26.401,524.619,25.969,35
17784,355685,524,3.648,0,486.031,0.000,0.000,37.969,1.000,0.000,4,524.115,-0.141,30.784,-0.070,0.184351,29.424,524.245,-0.297,31.052,-0.022,0.175664,31.052,25.598,524.509,25.969,35
17785,355705,524,3.602,0,486.031,0.000,0.000,37.969,1.000,0.000,4,524.094,-0.115,30.402,-0.207,0.184351,29.424,524.201,-0.245,30.693,-0.164,0.178924,30.720,25.224,524.419,25.969,35
17786,355727,524,3.656,0,486.031,0.000,0.000,37.969,1.000,0.000,4,524.213,-0.261,26.998,0.339,0.184351,29.424,524.290,-0.362,27.004,0.380,0.199040,27.149,21.745,524.423,25.969,35
17787,355747,527,3.750,0,486.031,0.000,0.000,40.969,1.000,0.000,4,524.727,2.787,24.267,0.076,0.184351,29.424,524.890,2.710,24.063,0.101,0.221331,24.073,18.745,524.854,28.142,35
17788,355767,520,3.734,0,486.031,0.000,0.000,33.969,1.000,0.000,4,523.855,-4.727,25.089,-0.038,0.184351,29.424,523.882,-4.890,24.977,-0.023,0.206138,24.978,19.829,523.495,14.674,35
17789,355785,516,3.750,0,486.031,0.000,0.000,29.969,1.000,0.000,4,522.407,-7.855,25.723,-0.081,0.184351,29.424,522.322,-7.882,25.704,-0.072,0.197883,25.710,20.622,521.676,15.938,35
17790,355805,525,3.656,0,486.031,0.000,0.000,38.969,1.000,0.000,4,522.885,2.593,26.034,0.084,0.184351,29.424,522.844,2.678,26.059,0.075,0.194929,26.065,20.984,522.504,14.674,35
17791,355825,526,3.680,0,486.202,0.000,0.000,39.798,1.000,0.000,4,523.459,3.115,26.300,0.319,0.184351,29.424,523.450,3.156,26.405,0.293,0.192158,26.491,21.400,523.294,15.938,35
17792,355845,522,3.633,0,486.202,0.000,0.000,35.798,1.000,0.000,4,523.190,-1.459,26.336,0.160,0.184351,29.424,523.169,-1.450,26.364,0.115,0.193813,26.377,21.265,522.985,14.674,35
17793,355865,522,3.766,0,486.031,0.000,0.000,35.969,1.000,0.000,4,522.971,-1.190,26.144,-0.020,0.184351,29.424,522.940,-1.169,26.107,-0.072,0.196131,26.112,20.991,522.746,14.078,35
17794,355885,537,3.609,0,486.031,0.000,0.000,50.969,1.000,0.000,4,525.557,14.029,34.968,0.484,0.184351,29.424,524.983,14.060,35.030,0.434,0.145292,35.218,30.101,525.739,16.607,35
17796,355927,518,3.656,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.730,-5.799,27.313,-0.957,0.184351,29.424,522.517,-5.680,26.900,-0.923,0.204792,27.751,22.068,523.360,28.142,35
17797,355947,529,3.734,0,486.374,0.000,0.000,42.626,1.000,0.000,4,523.886,6.270,29.778,-0.580,0.184351,29.424,523.718,6.483,29.500,-0.546,0.185226,29.798,24.278,524.263,28.142,35
17798,355967,522,3.648,0,486.031,0.000,0.000,35.969,1.000,0.000,4,523.538,-1.886,27.560,-0.973,0.184351,29.424,523.381,-1.718,27.185,-0.938,0.195860,28.066,22.569,523.867,25.969,35
17799,355985,524,3.703,0,486.031,0.000,0.000,37.969,1.000,0.000,4,523.623,0.462,24.109,-0.494,0.184351,29.424,523.520,0.619,23.914,-0.463,0.224649,24.128,18.708,523.892,24.943,35
17800,356005,528,3.695,0,486.031,0.000,0.000,41.969,1.000,0.000,4,524.430,4.377,24.321,-0.053,0.184351,29.424,524.487,4.480,24.114,-0.013,0.215749,24.114,18.912,524.951,15.938,35
17801,356025,520,3.812,0,486.202,0.000,0.000,33.798,1.000,0.000,4,523.613,-4.430,24.940,-0.143,0.184351,29.424,523.565,-4.487,24.729,-0.099,0.205349,24.739,19.659,523.672,14.674,35
17802,356045,518,3.734,0,486.202,0.000,0.000,31.798,1.000,0.000,4,522.579,-5.613,26.361,-0.417,0.184351,29.424,522.499,-5.565,26.152,-0.363,0.191640,26.284,21.247,522.362,15.938,35
17803,356065,525,3.656,0,486.202,0.000,0.000,38.798,1.000,0.000,4,523.025,2.421,26.743,-0.290,0.184351,29.424,522.976,2.501,26.543,-0.225,0.190713,26.593,21.522,523.000,14.674,35
17804,356085,523,3.625,0,486.202,0.000,0.000,36.798,1.000,0.000,4,523.020,-0.025,26.673,-0.336,0.184351,29.424,522.980,0.024,26.492,-0.264,0.192175,26.561,21.457,523.000,25.969,35
17805,356105,524,3.633,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.201,0.980,26.755,-0.274,0.184351,29.424,523.177,1.020,26.569,-0.195,0.192563,26.607,21.483,523.257,14.078,35
17806,356127,527,3.820,0,486.374,0.000,0.000,40.626,1.000,0.000,4,524.473,3.099,26.499,0.167,0.184351,29.424,524.513,3.095,26.187,0.260,0.196485,26.254,21.095,524.301,25.969,35
17807,356147,529,3.633,0,486.374,0.000,0.000,42.626,1.000,0.000,4,525.307,4.527,23.848,0.787,0.184351,29.424,525.469,4.487,23.383,0.878,0.213000,24.155,19.010,525.452,15.938,35
17808,356167,519,3.602,0,486.374,0.000,0.000,32.626,1.000,0.000,4,524.145,-6.307,26.003,0.342,0.184351,29.424,524.207,-6.469,25.711,0.421,0.195033,25.888,20.839,523.981,16.607,35
17809,356185,518,3.688,0,486.374,0.000,0.000,31.626,1.000,0.000,4,523.012,-6.145,27.507,-0.121,0.184351,29.424,523.056,-6.207,27.314,-0.047,0.185393,27.317,22.252,522.643,16.607,35
17810,356205,519,3.727,0,486.374,0.000,0.000,32.626,1.000,0.000,4,522.272,-4.012,28.158,-0.249,0.184351,29.424,522.315,-4.056,28.003,-0.178,0.182828,28.034,22.909,522.120,28.142,35
17811,356225,524,3.672,0,486.374,0.000,0.000,37.626,1.000,0.000,4,522.591,1.728,28.288,-0.103,0.184351,29.424,522.626,1.685,28.107,-0.035,0.184588,28.108,22.920,522.426,25.969,35
17812,356245,513,3.711,0,486.374,0.000,0.000,26.626,1.000,0.000,4,520.823,-9.591,21.408,-1.284,0.184351,29.424,520.423,-9.626,21.370,-1.219,0.228847,22.857,17.626,520.951,28.142,35
17814,356285,522,3.680,0,486.374,0.000,0.000,35.626,1.000,0.000,4,521.668,0.407,19.894,-0.578,0.184351,29.424,521.643,0.465,20.418,-0.527,0.232447,20.696,15.885,521.910,18.026,35
17815,356305,532,3.680,0,486.374,0.000,0.000,45.626,1.000,0.000,4,523.573,10.332,23.833,0.229,0.184351,29.424,523.631,10.357,24.371,0.274,0.191952,24.446,19.753,524.323,15.938,35
17816,356325,518,3.797,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.545,-5.573,23.340,-0.364,0.184351,29.424,522.504,-5.631,23.820,-0.331,0.200241,23.930,19.138,523.115,20.373,35
17817,356347,530,3.664,0,486.374,0.000,0.000,43.626,1.000,0.000,4,523.386,8.108,27.195,-0.064,0.184351,29.424,523.250,8.190,27.729,-0.042,0.175799,27.731,22.856,524.067,14.674,35
17818,356367,518,3.719,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.393,-5.386,27.387,-0.552,0.184351,29.424,522.312,-5.250,27.826,-0.529,0.178544,28.105,23.087,523.301,31.736,35
17819,356387,526,3.656,0,486.374,0.000,0.000,39.626,1.000,0.000,4,523.058,3.607,27.338,-0.151,0.184351,29.424,522.992,3.688,27.764,-0.120,0.184389,27.779,22.657,523.708,28.142,35
17820,356405,518,3.680,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.126,-5.058,27.050,-0.123,0.184351,29.424,522.052,-4.992,27.468,-0.091,0.188440,27.476,22.299,522.811,28.142,35
17821,356425,520,3.727,0,486.202,0.000,0.000,33.798,1.000,0.000,4,521.734,-2.126,26.875,-0.350,0.184351,29.424,521.662,-2.052,27.272,-0.319,0.190034,27.374,22.172,522.325,25.969,35
17822,356445,533,3.750,0,486.202,0.000,0.000,46.798,1.000,0.000,4,523.811,11.266,33.298,0.214,0.184351,29.424,523.410,11.338,33.741,0.247,0.154235,33.802,28.588,524.067,28.142,35
17823,356465,527,3.695,0,486.374,0.000,0.000,40.626,1.000,0.000,4,524.399,3.189,33.699,0.325,0.184351,29.424,523.975,3.590,34.253,0.375,0.157275,34.394,28.985,524.587,25.969,35
17824,356485,523,3.688,0,486.374,0.000,0.000,36.626,1.000,0.000,4,524.141,-1.399,33.176,0.065,0.184351,29.424,523.814,-0.975,33.692,0.136,0.164890,33.711,28.152,524.305,25.969,35
17825,356505,517,3.750,0,486.374,0.000,0.000,30.626,1.000,0.000,4,522.824,-7.141,35.050,-0.447,0.184351,29.424,522.733,-6.814,35.424,-0.360,0.158691,35.553,29.911,523.091,28.142,35
17826,356525,524,3.672,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.041,1.176,33.917,-0.615,0.184351,29.424,522.943,1.267,34.356,-0.521,0.165959,34.627,28.880,523.229,31.736,35
17827,356547,521,3.664,0,486.202,0.000,0.000,34.798,1.000,0.000,4,522.659,-2.034,30.615,-0.096,0.184351,29.424,522.588,-1.953,30.799,0.018,0.187066,30.799,25.038,522.792,25.969,35
17828,356567,516,3.688,0,486.202,0.000,0.000,29.798,1.000,0.000,4,521.431,-6.659,31.985,-0.228,0.184351,29.424,521.423,-6.588,32.135,-0.109,0.176806,32.147,26.463,521.650,28.142,35
17829,356587,526,3.727,0,486.202,0.000,0.000,39.798,1.000,0.000,4,522.273,4.569,32.924,-0.086,0.184351,29.424,522.209,4.577,33.051,0.036,0.171814,33.052,27.373,522.362,29.294,35
17830,356605,528,3.680,0,486.202,0.000,0.000,41.798,1.000,0.000,4,523.329,5.727,29.509,0.680,0.184351,29.424,523.307,5.791,29.445,0.807,0.189499,30.096,24.393,523.390,25.969,35
17833,356665,529,3.648,0,486.374,0.000,0.000,42.626,1.000,0.000,4,525.488,4.306,27.405,0.519,0.184351,29.424,525.476,4.414,27.261,0.630,0.201697,27.658,22.080,525.356,28.142,35
17834,356685,526,3.680,0,486.374,0.000,0.000,39.626,1.000,0.000,4,525.582,0.512,25.457,0.824,0.184351,29.424,525.586,0.524,25.207,0.938,0.209051,26.086,20.633,525.473,25.969,35
17835,356705,528,3.734,0,486.374,0.000,0.000,41.626,1.000,0.000,4,526.028,2.418,24.540,1.122,0.184351,29.424,526.084,2.414,24.242,1.234,0.206231,25.764,20.451,526.140,15.938,35
17836,356725,517,3.711,0,486.202,0.000,0.000,30.798,1.000,0.000,4,524.364,-9.028,26.516,0.265,0.184351,29.424,524.298,-9.084,26.399,0.370,0.196625,26.536,21.318,524.155,18.778,35
17837,356747,533,3.594,0,486.202,0.000,0.000,46.798,1.000,0.000,4,525.149,9.625,30.235,0.567,0.184351,29.424,524.908,9.738,30.174,0.670,0.169056,30.622,25.445,525.174,15.938,35
17838,356767,521,3.594,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.384,-4.149,29.763,0.613,0.184351,29.424,524.221,-3.908,29.616,0.724,0.175903,30.140,24.838,524.579,28.142,35
17839,356787,526,3.789,0,486.374,0.000,0.000,39.626,1.000,0.000,4,524.682,1.616,29.403,0.800,0.184351,29.424,524.538,1.779,29.249,0.916,0.178448,30.088,24.719,524.787,29.294,35
17840,356805,521,3.812,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.003,-3.682,24.371,0.052,0.184351,29.424,523.750,-3.538,24.256,0.172,0.222804,24.286,18.875,524.209,29.294,35
17841,356825,527,3.648,0,486.374,0.000,0.000,40.626,1.000,0.000,4,524.556,2.997,24.313,0.043,0.184351,29.424,524.450,3.250,24.146,0.155,0.215368,24.170,18.964,524.922,15.938,35
17842,356845,521,3.750,0,486.374,0.000,0.000,34.626,1.000,0.000,4,523.900,-3.556,24.845,-0.065,0.184351,29.424,523.740,-3.450,24.716,0.031,0.205698,24.717,19.633,523.915,14.674,35
17843,356865,521,3.695,0,486.546,0.000,0.000,34.454,1.000,0.000,4,523.366,-2.900,22.698,0.147,0.184351,29.424,523.134,-2.740,22.716,0.235,0.221266,22.771,17.733,523.243,15.938,35
17844,356885,524,3.727,0,486.546,0.000,0.000,37.454,1.000,0.000,4,523.482,0.634,22.656,0.120,0.184351,29.424,523.322,0.866,22.682,0.215,0.216630,22.728,17.805,523.415,15.938,35
17845,356905,529,3.602,0,486.546,0.000,0.000,42.454,1.000,0.000,4,524.500,5.518,24.035,0.398,0.184351,29.424,524.455,5.678,24.095,0.496,0.199546,24.340,19.483,524.793,14.078,35
17846,356925,529,3.672,0,486.546,0.000,0.000,42.454,1.000,0.000,4,525.329,4.500,24.474,0.724,0.184351,29.424,525.337,4.545,24.509,0.821,0.194095,25.183,20.295,525.686,16.607,35
17847,356945,526,3.719,0,486.546,0.000,0.000,39.454,1.000,0.000,4,525.453,0.671,21.614,1.091,0.184351,29.424,525.479,0.663,21.634,1.183,0.214422,23.035,18.096,525.753,16.607,35
17848,356967,533,3.727,0,486.374,0.000,0.000,46.626,1.000,0.000,4,527.678,6.524,22.396,1.180,0.184351,29.424,527.925,6.375,22.280,1.260,0.203930,23.867,19.000,528.206,15.938,35
17849,356987,524,3.586,0,486.374,0.000,0.000,37.626,1.000,0.000,4,527.000,-3.678,23.434,1.012,0.184351,29.424,527.148,-3.925,23.469,1.079,0.197894,24.632,19.758,527.295,16.607,35
17850,357007,522,3.781,0,486.374,0.000,0.000,35.626,1.000,0.000,4,526.078,-5.000,22.579,0.376,0.184351,29.424,526.047,-5.148,22.764,0.434,0.213918,22.952,18.043,526.147,16.607,35
17851,357025,519,3.781,0,486.374,0.000,0.000,32.626,1.000,0.000,4,524.773,-7.078,24.261,-0.194,0.184351,29.424,524.647,-7.047,24.442,-0.139,0.198665,24.461,19.602,524.597,16.607,35
17852,357045,521,3.508,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.078,-3.773,24.831,-0.408,0.184351,29.424,523.936,-3.647,24.992,-0.348,0.194888,25.113,20.219,523.738,14.674,35
17853,357065,516,3.664,0,486.374,0.000,0.000,29.626,1.000,0.000,4,522.589,-8.078,27.097,-0.933,0.184351,29.424,522.535,-7.936,27.222,-0.865,0.176627,27.971,23.030,522.033,15.938,35
17854,357085,531,3.688,0,486.374,0.000,0.000,44.626,1.000,0.000,4,524.139,8.411,27.426,-0.061,0.184351,29.424,524.099,8.465,27.428,0.012,0.184766,27.428,22.360,523.230,29.294,35
17855,357105,524,3.648,0,486.374,0.000,0.000,37.626,1.000,0.000,4,524.114,-0.139,25.952,0.200,0.184351,29.424,524.079,-0.099,25.951,0.272,0.197170,26.025,20.894,523.344,28.142,35
17856,357125,525,3.617,0,486.202,0.000,0.000,38.798,1.000,0.000,4,524.277,0.886,21.343,-0.237,0.184351,29.424,524.300,0.921,21.298,-0.169,0.240061,21.326,16.207,523.790,14.078,35
17857,357145,529,3.703,0,486.202,0.000,0.000,42.798,1.000,0.000,4,525.148,4.723,21.611,0.207,0.184351,29.424,525.361,4.700,21.599,0.262,0.225718,21.667,16.776,525.112,14.078,35
17858,357167,518,3.672,0,486.374,0.000,0.000,31.626,1.000,0.000,4,523.808,-7.120,23.379,-0.053,0.184351,29.424,523.820,-7.281,23.539,-0.032,0.200587,23.540,18.818,523.512,15.938,35
17859,357187,534,3.625,0,486.374,0.000,0.000,47.626,1.000,0.000,4,525.687,10.192,28.033,0.307,0.184351,29.424,525.544,10.180,28.094,0.314,0.169356,28.193,23.418,525.991,14.674,35
17860,357207,519,3.578,0,486.374,0.000,0.000,32.626,1.000,0.000,4,524.454,-6.687,29.708,0.150,0.184351,29.424,524.451,-6.544,29.714,0.159,0.166986,29.739,24.773,525.033,28.142,35
17861,357225,527,3.617,0,486.202,0.000,0.000,40.798,1.000,0.000,4,524.923,2.546,29.455,0.423,0.184351,29.424,524.892,2.549,29.509,0.424,0.173022,29.688,24.552,525.313,29.294,35
17862,357245,529,3.641,0,486.202,0.000,0.000,42.798,1.000,0.000,4,525.675,4.077,30.091,0.595,0.184351,29.424,525.599,4.108,30.151,0.586,0.172096,30.495,25.247,525.924,25.969,35
17863,357265,520,3.695,0,486.374,0.000,0.000,33.626,1.000,0.000,4,524.629,-5.675,30.531,0.035,0.184351,29.424,524.617,-5.599,30.450,0.022,0.175528,30.450,25.105,524.919,25.969,35
17864,357285,521,3.680,0,486.374,0.000,0.000,34.626,1.000,0.000,4,523.960,-3.629,30.040,-0.371,0.184351,29.424,523.966,-3.617,29.922,-0.386,0.179797,30.071,24.664,524.244,25.969,35
17865,357305,520,3.727,0,486.374,0.000,0.000,33.626,1.000,0.000,4,523.230,-3.960,30.576,-0.603,0.184351,29.424,523.267,-3.966,30.454,-0.618,0.176243,30.836,25.401,523.505,25.969,35
17866,357325,514,3.680,0,486.374,0.000,0.000,27.626,1.000,0.000,4,521.528,-9.230,31.860,-1.342,0.184351,29.424,521.757,-9.267,31.764,-1.357,0.162971,33.606,28.129,521.997,29.294,35
17867,357345,528,3.750,0,486.374,0.000,0.000,41.626,1.000,0.000,4,522.721,6.472,31.819,-1.344,0.184351,29.424,522.797,6.243,31.663,-1.364,0.166581,33.522,27.938,522.844,34.375,35
17868,357365,516,3.648,0,486.374,0.000,0.000,29.626,1.000,0.000,4,521.482,-6.721,32.969,-1.497,0.184351,299.424,522.115,-2.567,32.408,-0.761,0.175944,32.987,27.183,521.924,25.969,35
17870,357407,523,3.688,0,486.374,0.000,0.000,36.626,1.000,0.000,4,522.216,0.961,32.367,-0.505,0.184351,29.424,522.273,0.885,32.076,-0.534,0.178693,32.361,26.579,522.122,25.969,35
17871,357425,516,3.625,0,486.546,0.000,0.000,29.454,1.000,0.000,4,521.070,-6.216,31.122,-0.412,0.184351,29.424,521.117,-6.273,30.976,-0.451,0.184395,31.180,25.430,521.009,25.969,35
17872,357445,521,3.680,0,486.546,0.000,0.000,34.454,1.000,0.000,4,521.057,-0.070,27.056,-0.836,0.184351,29.424,521.092,-0.117,26.823,-0.880,0.206152,27.597,21.908,521.008,31.736,35
17873,357465,524,3.711,0,486.202,0.000,0.000,37.798,1.000,0.000,4,521.600,2.943,27.722,-0.682,0.184351,29.424,521.665,2.908,27.487,-0.730,0.196877,28.020,22.503,521.576,24.943,35
17874,357485,527,3.672,0,486.202,0.000,0.000,40.798,1.000,0.000,4,522.595,5.400,29.397,-0.456,0.184351,29.424,522.650,5.335,29.141,-0.509,0.184704,29.400,23.970,522.590,24.943,35
17875,357505,517,3.719,0,486.202,0.000,0.000,30.798,1.000,0.000,4,521.564,-5.595,29.110,-0.972,0.184351,29.424,521.624,-5.650,28.838,-1.027,0.181564,29.892,24.465,521.654,28.142,35
17876,357525,531,3.672,0,486.546,0.000,0.000,44.454,1.000,0.000,4,523.303,9.436,34.264,-0.493,0.184351,29.424,523.113,9.376,33.989,-0.540,0.158746,34.281,28.839,523.179,29.294,35
17877,357545,527,3.672,0,486.546,0.000,0.000,40.454,1.000,0.000,4,523.985,3.697,32.652,0.048,0.184351,29.424,523.782,3.887,32.385,0.019,0.172237,32.386,26.808,523.830,28.142,35
17878,357565,519,3.617,0,486.202,0.000,0.000,32.798,1.000,0.000,4,523.066,-4.985,28.198,-0.711,0.184351,29.424,522.835,-4.782,27.816,-0.730,0.198155,28.348,22.731,522.949,25.969,35
17879,357587,526,3.711,0,486.202,0.000,0.000,39.798,1.000,0.000,4,524.649,1.656,28.679,-0.074,0.184351,29.424,524.547,1.795,28.603,-0.082,0.190538,28.610,23.159,524.459,28.142,35
17880,357607,517,3.703,0,486.202,0.000,0.000,30.798,1.000,0.000,4,523.239,-7.649,30.343,-0.661,0.184351,29.424,523.213,-7.547,30.173,-0.665,0.176799,30.615,25.202,523.187,28.142,35
17881,357627,517,3.695,0,486.374,0.000,0.000,30.626,1.000,0.000,4,522.089,-6.239,30.641,-0.689,0.184351,29.424,522.119,-6.213,30.494,-0.695,0.176121,30.977,25.521,522.165,29.294,35
17882,357645,524,3.586,0,486.374,0.000,0.000,37.626,1.000,0.000,4,522.441,1.911,30.470,-0.412,0.184351,29.424,522.458,1.881,30.323,-0.420,0.180158,30.500,25.005,522.450,31.736,35
17883,357665,517,3.609,0,486.031,0.000,0.000,30.969,1.000,0.000,4,521.438,-5.441,31.100,-0.486,0.184351,29.424,521.495,-5.458,30.958,-0.495,0.176424,31.203,25.698,521.436,25.969,35
17884,357685,518,3.664,0,486.031,0.000,0.000,31.969,1.000,0.000,4,520.804,-3.438,27.629,-0.196,0.184351,29.424,520.792,-3.495,27.477,-0.206,0.201085,27.519,21.985,520.866,29.294,35
17885,357705,524,3.719,0,486.031,0.000,0.000,37.969,1.000,0.000,4,521.393,3.196,25.954,-0.360,0.184351,29.424,521.459,3.208,25.957,-0.358,0.207819,26.085,20.664,521.443,25.969,35
17886,357725,518,3.695,0,486.202,0.000,0.000,31.798,1.000,0.000,4,520.768,-3.393,24.364,-0.194,0.184351,29.424,520.707,-3.459,24.337,-0.191,0.217221,24.373,19.079,520.633,18.778,35
17887,357745,531,3.656,0,486.202,0.000,0.000,44.798,1.000,0.000,4,522.654,10.232,28.112,0.042,0.184351,29.424,522.581,10.293,28.263,0.059,0.181997,28.266,23.122,523.264,15.938,35
17888,357765,530,3.688,0,486.374,0.000,0.000,43.626,1.000,0.000,4,524.008,7.346,30.214,0.534,0.184351,29.424,523.840,7.419,30.378,0.558,0.169706,30.689,25.481,524.288,28.142,35
17889,357787,524,3.781,0,486.374,0.000,0.000,37.626,1.000,0.000,4,523.855,0.178,28.003,0.755,0.184351,29.424,523.752,0.306,28.081,0.801,0.188024,28.722,23.322,524.071,29.294,35
17890,357807,532,3.641,0,486.374,0.000,0.000,45.626,1.000,0.000,4,525.357,8.145,30.530,1.166,0.184351,29.424,525.134,8.248,30.637,1.219,0.167637,32.123,26.738,525.385,28.142,35
17891,357827,532,3.734,0,486.374,0.000,0.000,45.626,1.000,0.000,4,526.581,6.643,31.838,1.351,0.184351,29.424,526.240,6.866,32.050,1.417,0.160972,34.057,28.575,526.494,28.142,35
17892,357845,522,3.844,0,486.374,0.000,0.000,35.626,1.000,0.000,4,525.737,-4.581,32.529,0.852,0.184351,29.424,525.532,-4.240,32.653,0.938,0.166994,33.533,27.933,525.735,28.142,35
17893,357865,526,3.766,0,486.202,0.000,0.000,39.798,1.000,0.000,4,525.785,0.263,30.382,1.145,0.184351,29.424,525.615,0.468,30.400,1.244,0.177312,31.947,26.283,525.779,29.294,35
17894,357885,519,3.633,0,486.202,0.000,0.000,32.798,1.000,0.000,4,524.534,-6.785,29.432,0.334,0.184351,29.424,524.356,-6.615,29.542,0.444,0.190324,29.740,24.080,524.730,31.736,35
17895,357905,527,3.789,0,486.202,0.000,0.000,40.798,1.000,0.000,4,524.989,2.466,29.090,0.272,0.184351,29.424,524.859,2.644,29.188,0.382,0.190323,29.334,23.751,525.075,33.030,35
17896,357925,525,3.641,0,486.374,0.000,0.000,38.626,1.000,0.000,4,524.991,0.011,27.649,0.522,0.184351,29.424,524.887,0.141,27.797,0.628,0.195817,28.192,22.671,525.061,25.969,35
17897,357945,526,3.719,0,486.374,0.000,0.000,39.626,1.000,0.000,4,525.177,1.009,25.517,0.226,0.184351,29.424,525.122,1.113,25.580,0.326,0.211762,25.686,20.247,525.223,28.142,35
17898,357965,525,3.727,0,486.374,0.000,0.000,38.626,1.000,0.000,4,525.144,-0.177,25.415,0.134,0.184351,29.424,525.097,-0.122,25.473,0.230,0.207142,25.526,20.239,525.157,14.078,35
17899,357985,521,3.648,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.380,-4.144,23.270,0.310,0.184351,29.424,524.193,-4.097,23.355,0.403,0.220785,23.517,18.325,524.045,14.078,35
17900,358007,526,3.719,0,486.374,0.000,0.000,39.626,1.000,0.000,4,524.471,1.874,21.205,0.551,0.184351,29.424,524.383,2.085,21.258,0.664,0.224450,21.699,16.829,524.311,15.938,35
17901,358027,526,3.703,0,486.202,0.000,0.000,39.798,1.000,0.000,4,524.753,1.529,19.336,0.899,0.184351,29.424,524.763,1.617,19.305,1.018,0.234862,20.340,15.563,524.691,15.938,35
17902,358045,516,3.688,0,486.202,0.000,0.000,29.798,1.000,0.000,4,523.140,-8.753,22.983,0.633,0.184351,29.424,523.032,-8.763,23.000,0.754,0.197515,23.569,18.914,522.810,16.607,35
17903,358065,526,3.500,0,486.374,0.000,0.000,39.626,1.000,0.000,4,523.667,2.860,22.902,0.617,0.184351,29.424,523.630,2.968,22.944,0.742,0.201565,23.495,18.759,523.501,16.607,35
17904,358085,528,3.711,0,486.374,0.000,0.000,41.626,1.000,0.000,4,524.466,4.333,22.640,1.003,0.184351,29.424,524.506,4.370,22.566,1.134,0.200456,23.851,19.070,524.477,16.607,35
17906,358125,527,3.617,0,486.202,0.000,0.000,40.798,1.000,0.000,4,524.261,3.358,17.269,0.069,0.184351,29.424,524.352,3.604,17.426,0.203,0.265312,17.467,12.833,524.289,15.938,35
17907,358145,535,3.602,0,486.202,0.000,0.000,48.798,1.000,0.000,4,526.241,10.739,22.558,0.656,0.184351,29.424,526.382,10.648,22.497,0.777,0.190673,23.101,18.696,526.676,15.938,35
